,furnishing,parking,bath,price,size,loc,sqft
481,Semi-Furnished,1,1,22000000,1,Andheri East Mumbai,430
482,Unfurnished,1,2,20800000,2,Andheri East Mumbai,618
483,Unfurnished,1,2,31000000,2,Andheri East Mumbai,965
484,Semi-Furnished,1,2,24600000,2,Andheri East Mumbai,680
485,Semi-Furnished,1,2,10000000,2,Andheri East Mumbai,425
488,Unfurnished,1,2,5000000,2,Andheri East Mumbai,620
489,Furnished,1,2,13500000,2,Andheri East Mumbai,660
490,Semi-Furnished,1,2,14500000,1,Andheri East Mumbai,666
491,Unfurnished,1,3,31000000,3,Andheri East Mumbai,1150
492,Unfurnished,1,2,18500000,2,Andheri East Mumbai,700
493,Semi-Furnished,1,2,19000000,2,Andheri East Mumbai,694
494,Semi-Furnished,1,2,10300000,1,Andheri East Mumbai,481
495,Semi-Furnished,1,2,20400000,2,Andheri East Mumbai,810
496,Unfurnished,1,1,7900000,1,Andheri East Mumbai,385
497,Unfurnished,1,2,18700000,2,Andheri East Mumbai,653
498,Unfurnished,2,3,36500000,3,Andheri East Mumbai,720
499,Unfurnished,1,2,21500000,2,Andheri East Mumbai,596
500,Semi-Furnished,1,2,11000000,1,Andheri East Mumbai,450
501,Semi-Furnished,1,2,15100000,2,Andheri East Mumbai,665
502,Unfurnished,1,2,11500000,1,Andheri East Mumbai,342
503,Unfurnished,1,2,13200000,1,Andheri East Mumbai,424
504,Semi-Furnished,1,2,7900000,1,Andheri East Mumbai,385
505,Unfurnished,1,2,25100000,2,Andheri East Mumbai,852
506,Furnished,1,2,20000000,3,Andheri East Mumbai,950
507,Unfurnished,1,2,19900000,2,Andheri East Mumbai,618
508,Unfurnished,1,2,18200000,2,Andheri East Mumbai,694
509,Semi-Furnished,1,2,15000000,2,Andheri East Mumbai,850
510,Unfurnished,1,2,16000000,2,Andheri East Mumbai,720
511,Semi-Furnished,1,1,14000000,1,Andheri East Mumbai,530
513,Furnished,1,1,18000000,1,Andheri East Mumbai,720
514,Unfurnished,1,1,3000000,1,Andheri East Mumbai,720
515,Furnished,1,1,15500000,1,Andheri East Mumbai,720
517,Unfurnished,1,1,7400000,1,Andheri East Mumbai,720
518,Furnished,1,2,16500000,2,Andheri East Mumbai,700
520,Semi-Furnished,1,3,28000000,3,Andheri East Mumbai,720
521,Furnished,1,2,16000000,2,Andheri East Mumbai,720
523,Furnished,1,2,14500000,1,Andheri East Mumbai,720
525,Semi-Furnished,1,2,6000000,2,Andheri East Mumbai,720
526,Semi-Furnished,1,1,22000000,1,Andheri East Mumbai,540
527,Unfurnished,1,4,15000000,2,Andheri East Mumbai,660
528,Semi-Furnished,1,2,31000000,2,Andheri East Mumbai,720
529,Semi-Furnished,1,3,55100000,3,Andheri East Mumbai,1320
531,Furnished,1,2,16500000,2,Andheri East Mumbai,700
533,Furnished,1,1,10500000,1,Andheri East Mumbai,720
534,Unfurnished,1,1,4900000,1,Andheri East Mumbai,720
535,Semi-Furnished,1,1,12000000,1,Andheri East Mumbai,720
536,Furnished,1,2,14000000,2,Andheri East Mumbai,608
537,Semi-Furnished,1,1,4500000,1,Andheri East Mumbai,720
538,Unfurnished,1,2,13000000,2,Andheri East Mumbai,650
539,Unfurnished,1,1,6900000,1,Andheri East Mumbai,325
540,Furnished,1,2,13500000,2,Andheri East Mumbai,720
541,Furnished,1,2,20000000,2,Andheri East Mumbai,720
542,Unfurnished,1,1,8000000,1,Andheri East Mumbai,720
543,Furnished,1,2,5300000,2,Andheri East Mumbai,720
544,Furnished,2,3,33000000,3,Andheri East Mumbai,1325
545,Unfurnished,1,3,21500000,3,Andheri East Mumbai,1010
546,Semi-Furnished,1,3,35000000,3,Andheri East Mumbai,1100
547,Unfurnished,1,1,5000000,1,Andheri East Mumbai,720
548,Unfurnished,1,1,20000000,1,Andheri East Mumbai,720
549,Unfurnished,1,2,11000000,2,Andheri East Mumbai,720
550,Semi-Furnished,1,1,10000000,1,Andheri East Mumbai,720
551,Semi-Furnished,1,1,7000000,1,Andheri East Mumbai,720
552,Unfurnished,1,2,21000000,2,Andheri East Mumbai,1080
553,Semi-Furnished,1,2,29500000,2,Andheri East Mumbai,720
554,Semi-Furnished,1,1,11500000,1,Andheri East Mumbai,720
555,Unfurnished,1,2,14000000,2,Andheri East Mumbai,720
556,Furnished,1,2,35000000,2,Andheri East Mumbai,720
557,Semi-Furnished,1,2,16000000,2,Andheri East Mumbai,720
558,Furnished,1,1,16000000,1,Andheri East Mumbai,720
559,Furnished,1,4,50000000,4,Andheri East Mumbai,720
560,Unfurnished,1,1,8000000,1,Andheri East Mumbai,720
561,Semi-Furnished,1,2,11000000,1,Andheri East Mumbai,450
562,Unfurnished,1,1,8000000,1,Andheri East Mumbai,720
563,Unfurnished,1,2,2500000,2,Andheri East Mumbai,720
564,Semi-Furnished,1,2,16500000,2,Andheri East Mumbai,720
565,Unfurnished,1,1,1300000,1,Andheri East Mumbai,720
566,Semi-Furnished,1,1,11500000,1,Andheri East Mumbai,720
567,Furnished,1,2,12000000,1,Andheri East Mumbai,446
568,Unfurnished,1,3,32000000,3,Andheri East Mumbai,1050
569,Semi-Furnished,1,1,8000000,1,Andheri East Mumbai,720
570,Unfurnished,1,1,6900000,1,Andheri East Mumbai,720
571,Semi-Furnished,1,2,9000000,1,Andheri East Mumbai,720
574,Furnished,1,1,15000000,1,Andheri East Mumbai,480
575,Semi-Furnished,1,2,18000000,2,Andheri East Mumbai,635
576,Semi-Furnished,1,3,16000000,3,Andheri East Mumbai,720
577,Semi-Furnished,1,1,17600000,1,Andheri East Mumbai,480
579,Furnished,1,1,3800000,1,Andheri East Mumbai,375
580,Semi-Furnished,1,3,22000000,3,Andheri East Mumbai,720
581,Unfurnished,1,2,21500000,3,Andheri East Mumbai,720
582,Semi-Furnished,2,2,30000000,3,Andheri East Mumbai,1405
583,Semi-Furnished,1,1,17500000,2,Andheri East Mumbai,720
584,Semi-Furnished,1,2,15500000,2,Andheri East Mumbai,720
586,Semi-Furnished,1,4,41000000,4,Andheri East Mumbai,1250
587,Semi-Furnished,1,2,6000000,2,Andheri East Mumbai,720
588,Furnished,2,3,40000000,3,Andheri East Mumbai,720
590,Unfurnished,1,2,24000000,3,Andheri East Mumbai,700
591,Furnished,1,1,19000000,2,Andheri East Mumbai,720
593,Furnished,1,2,18000000,2,Andheri East Mumbai,680
594,Semi-Furnished,1,1,7500000,1,Andheri East Mumbai,720
595,Unfurnished,1,2,9700000,1,Andheri East Mumbai,320
596,Semi-Furnished,1,2,5500000,2,Andheri East Mumbai,720
597,Semi-Furnished,1,1,6900000,1,Andheri East Mumbai,325
598,Semi-Furnished,1,2,9000000,1,Andheri East Mumbai,411
600,Semi-Furnished,1,2,15000000,2,Andheri East Mumbai,540
601,Unfurnished,1,2,14000000,2,Andheri East Mumbai,720
602,Semi-Furnished,1,2,16800000,2,Andheri East Mumbai,591
603,Furnished,1,2,27500000,2,Andheri East Mumbai,720
604,Unfurnished,1,2,2500000,2,Andheri East Mumbai,720
605,Semi-Furnished,1,3,30000000,3,Andheri East Mumbai,720
606,Furnished,1,1,11000000,1,Andheri East Mumbai,425
607,Unfurnished,1,3,30500000,2,Andheri East Mumbai,720
608,Furnished,1,1,16000000,2,Andheri East Mumbai,562
610,Semi-Furnished,1,3,28000000,3,Andheri East Mumbai,950
611,Unfurnished,1,2,13800000,2,Andheri East Mumbai,720
614,Furnished,1,3,19000000,3,Andheri East Mumbai,720
615,Unfurnished,1,1,2800000,1,Andheri East Mumbai,720
616,Unfurnished,1,1,7500000,1,Andheri East Mumbai,330
617,Semi-Furnished,1,2,6000000,2,Andheri East Mumbai,720
618,Furnished,1,2,16500000,2,Andheri East Mumbai,720
619,Unfurnished,1,1,14500000,1,Andheri East Mumbai,720
620,Semi-Furnished,1,2,16000000,2,Andheri East Mumbai,720
621,Semi-Furnished,1,2,35000000,4,Andheri East Mumbai,720
622,Semi-Furnished,1,2,15500000,2,Andheri East Mumbai,720
623,Furnished,2,3,27000000,3,Andheri East Mumbai,720
624,Unfurnished,1,2,17000000,2,Andheri East Mumbai,720
625,Semi-Furnished,1,1,15000000,1,Andheri East Mumbai,720
626,Semi-Furnished,1,1,10500000,1,Andheri East Mumbai,720
628,Unfurnished,1,1,4000000,1,Andheri East Mumbai,720
629,Semi-Furnished,1,2,12000000,1,Andheri East Mumbai,424
631,Furnished,1,2,19500000,2,Andheri East Mumbai,720
632,Unfurnished,1,2,13000000,1,Andheri East Mumbai,425
633,Semi-Furnished,1,1,11000000,1,Andheri East Mumbai,720
634,Semi-Furnished,1,2,20000000,2,Andheri East Mumbai,720
635,Furnished,1,2,14500000,2,Andheri East Mumbai,720
636,Furnished,1,2,13000000,2,Andheri East Mumbai,500
637,Furnished,1,2,9500000,1,Andheri East Mumbai,720
638,Semi-Furnished,1,3,44000000,3,Andheri East Mumbai,1240
639,Unfurnished,1,2,5000000,2,Andheri East Mumbai,720
640,Semi-Furnished,1,2,29900000,2,Andheri East Mumbai,720
641,Furnished,1,1,15000000,2,Andheri East Mumbai,675
642,Semi-Furnished,1,2,20000000,2,Andheri East Mumbai,709
643,Furnished,1,2,14000000,2,Andheri East Mumbai,720
644,Semi-Furnished,1,1,7500000,1,Andheri East Mumbai,410
645,Furnished,1,3,30000000,3,Andheri East Mumbai,1180
647,Semi-Furnished,1,2,9400000,1,Andheri East Mumbai,410
649,Furnished,1,2,17500000,2,Andheri East Mumbai,720
650,Unfurnished,1,2,15000000,2,Andheri East Mumbai,720
651,Unfurnished,1,2,3200000,1,Andheri East Mumbai,720
652,Unfurnished,1,2,16500000,2,Andheri East Mumbai,720
653,Furnished,2,3,40000000,3,Andheri East Mumbai,720
654,Furnished,1,1,14500000,1,Andheri East Mumbai,720
656,Semi-Furnished,1,1,4000000,2,Andheri East Mumbai,720
657,Unfurnished,1,1,5800000,1,Andheri East Mumbai,350
658,Unfurnished,1,2,22500000,2,Andheri East Mumbai,675
659,Semi-Furnished,1,1,9500000,1,Andheri East Mumbai,720
660,Unfurnished,1,1,9500000,1,Andheri East Mumbai,720
661,Unfurnished,1,2,15000000,2,Andheri East Mumbai,720
662,Semi-Furnished,1,1,21500000,2,Andheri East Mumbai,720
663,Semi-Furnished,1,3,25000000,3,Andheri East Mumbai,720
664,Unfurnished,1,2,10000000,2,Andheri East Mumbai,720
665,Furnished,1,3,28000000,3,Andheri East Mumbai,720
666,Unfurnished,1,1,8500000,1,Andheri East Mumbai,720
667,Unfurnished,1,2,32500000,2,Andheri East Mumbai,720
668,Furnished,1,2,15000000,1,Andheri East Mumbai,720
669,Furnished,1,1,13000000,1,Andheri East Mumbai,720
671,Semi-Furnished,1,2,9900000,1,Andheri East Mumbai,465
672,Semi-Furnished,1,3,30000000,3,Andheri East Mumbai,720
673,Unfurnished,1,2,12000000,1,Andheri East Mumbai,720
674,Unfurnished,1,3,33000000,3,Andheri East Mumbai,1130
675,Semi-Furnished,1,2,16500000,2,Andheri East Mumbai,720
676,Unfurnished,1,2,24000000,2,Andheri East Mumbai,784
677,Semi-Furnished,1,2,33000000,3,Andheri East Mumbai,720
678,Unfurnished,1,2,21000000,2,Andheri East Mumbai,720
679,Furnished,1,2,17500000,2,Andheri East Mumbai,720
680,Semi-Furnished,1,3,17500000,3,Andheri East Mumbai,865
681,Furnished,1,2,15000000,1,Andheri East Mumbai,720
682,Unfurnished,1,2,19000000,2,Andheri East Mumbai,1050
683,Furnished,1,1,10000000,1,Andheri East Mumbai,600
684,Semi-Furnished,1,2,7900000,1,Andheri East Mumbai,720
686,Unfurnished,1,2,12000000,2,Andheri East Mumbai,720
687,Furnished,2,3,35000000,3,Andheri East Mumbai,720
688,Unfurnished,1,2,25700000,2,Andheri East Mumbai,847
689,Unfurnished,1,2,9500000,1,Andheri East Mumbai,430
690,Semi-Furnished,1,2,22500000,2,Andheri East Mumbai,720
691,Unfurnished,1,2,11000000,2,Andheri East Mumbai,720
692,Unfurnished,1,2,12000000,1,Andheri East Mumbai,720
694,Unfurnished,1,1,28653823,1,Andheri East Mumbai,720
695,Unfurnished,1,1,28653823,1,Andheri East Mumbai,399
696,Unfurnished,1,2,28653823,2,Andheri East Mumbai,616
697,Unfurnished,1,4,28653823,4,Andheri East Mumbai,720
698,Semi-Furnished,1,1,28653823,1,Andheri East Mumbai,720
700,Semi-Furnished,1,2,28653823,2,Andheri East Mumbai,500
701,Unfurnished,1,1,28653823,1,Andheri East Mumbai,720
702,Unfurnished,1,1,28653823,1,Andheri East Mumbai,720
703,Unfurnished,1,1,28653823,1,Andheri East Mumbai,720
704,Unfurnished,1,1,28653823,1,Andheri East Mumbai,720
705,Unfurnished,1,2,28653823,2,Andheri East Mumbai,720
706,Unfurnished,1,2,28653823,2,Andheri East Mumbai,720
707,Unfurnished,1,2,28653823,2,Andheri East Mumbai,675
713,Semi-Furnished,1,3,28653823,3,Andheri East Mumbai,825
729,Furnished,1,4,65000000,4,Andheri East Mumbai,1499
730,Furnished,1,2,19100000,2,Andheri East Mumbai,656
731,Furnished,1,2,14000000,1,Andheri East Mumbai,525
732,Unfurnished,2,3,36800000,3,Andheri East Mumbai,1076
733,Furnished,1,3,31500000,3,Andheri East Mumbai,1200
734,Furnished,1,4,65000000,4,Andheri East Mumbai,1499
735,Furnished,1,2,19100000,2,Andheri East Mumbai,656
736,Furnished,1,2,14000000,1,Andheri East Mumbai,525
737,Unfurnished,2,3,36800000,3,Andheri East Mumbai,1076
738,Furnished,1,3,31500000,3,Andheri East Mumbai,1200
739,Furnished,1,4,65000000,4,Andheri East Mumbai,1499
740,Furnished,1,2,19100000,2,Andheri East Mumbai,656
741,Furnished,1,2,14000000,1,Andheri East Mumbai,525
742,Unfurnished,2,3,36800000,3,Andheri East Mumbai,1076
743,Furnished,1,3,31500000,3,Andheri East Mumbai,1200
744,Furnished,1,4,65000000,4,Andheri East Mumbai,1499
745,Furnished,1,2,19100000,2,Andheri East Mumbai,656
746,Furnished,1,2,14000000,1,Andheri East Mumbai,525
747,Unfurnished,2,3,36800000,3,Andheri East Mumbai,1076
748,Furnished,1,3,31500000,3,Andheri East Mumbai,1200
749,Furnished,1,4,65000000,4,Andheri East Mumbai,1499
750,Furnished,1,2,19100000,2,Andheri East Mumbai,656
751,Furnished,1,2,14000000,1,Andheri East Mumbai,525
752,Unfurnished,2,3,36800000,3,Andheri East Mumbai,1076
753,Furnished,1,3,31500000,3,Andheri East Mumbai,1200
754,Furnished,1,4,65000000,4,Andheri East Mumbai,1499
755,Furnished,1,2,19100000,2,Andheri East Mumbai,656
756,Furnished,1,2,14000000,1,Andheri East Mumbai,525
757,Unfurnished,2,3,36800000,3,Andheri East Mumbai,1076
758,Furnished,1,3,31500000,3,Andheri East Mumbai,1200
759,Furnished,1,4,65000000,4,Andheri East Mumbai,1499
760,Furnished,1,2,19100000,2,Andheri East Mumbai,656
761,Furnished,1,2,14000000,1,Andheri East Mumbai,525
762,Unfurnished,2,3,36800000,3,Andheri East Mumbai,1076
763,Furnished,1,3,31500000,3,Andheri East Mumbai,1200
764,Furnished,1,4,65000000,4,Andheri East Mumbai,1499
765,Furnished,1,2,19100000,2,Andheri East Mumbai,656
766,Furnished,1,2,14000000,1,Andheri East Mumbai,525
767,Unfurnished,2,3,36800000,3,Andheri East Mumbai,1076
768,Furnished,1,3,31500000,3,Andheri East Mumbai,1200
769,Furnished,1,4,65000000,4,Andheri East Mumbai,1499
770,Furnished,1,2,19100000,2,Andheri East Mumbai,656
771,Furnished,1,2,14000000,1,Andheri East Mumbai,525
772,Unfurnished,2,3,36800000,3,Andheri East Mumbai,1076
773,Furnished,1,3,31500000,3,Andheri East Mumbai,1200
774,Furnished,1,4,65000000,4,Andheri East Mumbai,1499
775,Furnished,1,2,19100000,2,Andheri East Mumbai,656
776,Furnished,1,2,14000000,1,Andheri East Mumbai,525
777,Unfurnished,2,3,36800000,3,Andheri East Mumbai,1076
778,Furnished,1,3,31500000,3,Andheri East Mumbai,1200
779,Furnished,1,4,65000000,4,Andheri East Mumbai,1499
780,Furnished,1,2,19100000,2,Andheri East Mumbai,656
781,Furnished,1,2,14000000,1,Andheri East Mumbai,525
782,Unfurnished,2,3,36800000,3,Andheri East Mumbai,1076
783,Furnished,1,3,31500000,3,Andheri East Mumbai,1200
784,Furnished,1,4,65000000,4,Andheri East Mumbai,1499
785,Furnished,1,2,19100000,2,Andheri East Mumbai,656
786,Furnished,1,2,14000000,1,Andheri East Mumbai,525
787,Unfurnished,2,3,36800000,3,Andheri East Mumbai,1076
788,Furnished,1,3,31500000,3,Andheri East Mumbai,1200
789,Furnished,1,4,65000000,4,Andheri East Mumbai,1499
790,Furnished,1,2,19100000,2,Andheri East Mumbai,656
791,Furnished,1,2,14000000,1,Andheri East Mumbai,525
792,Unfurnished,2,3,36800000,3,Andheri East Mumbai,1076
793,Furnished,1,3,31500000,3,Andheri East Mumbai,1200
794,Furnished,1,4,65000000,4,Andheri East Mumbai,1499
795,Furnished,1,2,19100000,2,Andheri East Mumbai,656
796,Furnished,1,2,14000000,1,Andheri East Mumbai,525
797,Unfurnished,2,3,36800000,3,Andheri East Mumbai,1076
798,Furnished,1,3,31500000,3,Andheri East Mumbai,1200
799,Furnished,1,4,65000000,4,Andheri East Mumbai,1499
800,Furnished,1,2,19100000,2,Andheri East Mumbai,656
801,Furnished,1,2,14000000,1,Andheri East Mumbai,525
802,Unfurnished,2,3,36800000,3,Andheri East Mumbai,1076
803,Furnished,1,3,31500000,3,Andheri East Mumbai,1200
804,Furnished,1,4,65000000,4,Andheri East Mumbai,1499
805,Furnished,1,2,19100000,2,Andheri East Mumbai,656
806,Furnished,1,2,14000000,1,Andheri East Mumbai,525
807,Unfurnished,2,3,36800000,3,Andheri East Mumbai,1076
808,Furnished,1,3,31500000,3,Andheri East Mumbai,1200
809,Furnished,1,4,65000000,4,Andheri East Mumbai,1499
810,Furnished,1,2,19100000,2,Andheri East Mumbai,656
811,Furnished,1,2,14000000,1,Andheri East Mumbai,525
812,Unfurnished,2,3,36800000,3,Andheri East Mumbai,1076
813,Furnished,1,3,31500000,3,Andheri East Mumbai,1200
814,Furnished,1,4,65000000,4,Andheri East Mumbai,1499
815,Furnished,1,2,19100000,2,Andheri East Mumbai,656
816,Furnished,1,2,14000000,1,Andheri East Mumbai,525
817,Unfurnished,2,3,36800000,3,Andheri East Mumbai,1076
818,Furnished,1,3,31500000,3,Andheri East Mumbai,1200
819,Furnished,1,4,65000000,4,Andheri East Mumbai,1499
820,Furnished,1,2,19100000,2,Andheri East Mumbai,656
821,Furnished,1,2,14000000,1,Andheri East Mumbai,525
822,Unfurnished,2,3,36800000,3,Andheri East Mumbai,1076
823,Furnished,1,3,31500000,3,Andheri East Mumbai,1200
824,Furnished,1,4,65000000,4,Andheri East Mumbai,1499
825,Furnished,1,2,19100000,2,Andheri East Mumbai,656
826,Furnished,1,2,14000000,1,Andheri East Mumbai,525
827,Unfurnished,2,3,36800000,3,Andheri East Mumbai,1076
828,Furnished,1,3,31500000,3,Andheri East Mumbai,1200
829,Furnished,1,4,65000000,4,Andheri East Mumbai,1499
830,Furnished,1,2,19100000,2,Andheri East Mumbai,656
831,Furnished,1,2,14000000,1,Andheri East Mumbai,525
832,Unfurnished,2,3,36800000,3,Andheri East Mumbai,1076
833,Furnished,1,3,31500000,3,Andheri East Mumbai,1200
834,Furnished,1,4,65000000,4,Andheri East Mumbai,1499
835,Furnished,1,2,19100000,2,Andheri East Mumbai,656
836,Furnished,1,2,14000000,1,Andheri East Mumbai,525
837,Unfurnished,2,3,36800000,3,Andheri East Mumbai,1076
838,Furnished,1,3,31500000,3,Andheri East Mumbai,1200
839,Furnished,1,4,65000000,4,Andheri East Mumbai,1499
840,Furnished,1,2,19100000,2,Andheri East Mumbai,656
841,Furnished,1,2,14000000,1,Andheri East Mumbai,525
842,Unfurnished,2,3,36800000,3,Andheri East Mumbai,1076
843,Furnished,1,3,31500000,3,Andheri East Mumbai,1200
844,Furnished,1,4,65000000,4,Andheri East Mumbai,1499
845,Furnished,1,2,19100000,2,Andheri East Mumbai,656
846,Furnished,1,2,14000000,1,Andheri East Mumbai,525
847,Unfurnished,2,3,36800000,3,Andheri East Mumbai,1076
848,Furnished,1,3,31500000,3,Andheri East Mumbai,1200
849,Furnished,1,4,65000000,4,Andheri East Mumbai,1499
850,Furnished,1,2,19100000,2,Andheri East Mumbai,656
851,Furnished,1,2,14000000,1,Andheri East Mumbai,525
852,Unfurnished,2,3,36800000,3,Andheri East Mumbai,1076
853,Furnished,1,3,31500000,3,Andheri East Mumbai,1200
854,Furnished,1,4,65000000,4,Andheri East Mumbai,1499
855,Furnished,1,2,19100000,2,Andheri East Mumbai,656
856,Furnished,1,2,14000000,1,Andheri East Mumbai,525
857,Unfurnished,2,3,36800000,3,Andheri East Mumbai,1076
858,Furnished,1,3,31500000,3,Andheri East Mumbai,1200
859,Furnished,1,4,65000000,4,Andheri East Mumbai,1499
860,Furnished,1,2,19100000,2,Andheri East Mumbai,656
861,Furnished,1,2,14000000,1,Andheri East Mumbai,525
862,Unfurnished,2,3,36800000,3,Andheri East Mumbai,1076
863,Furnished,1,3,31500000,3,Andheri East Mumbai,1200
864,Furnished,1,4,65000000,4,Andheri East Mumbai,1499
865,Furnished,1,2,19100000,2,Andheri East Mumbai,656
866,Furnished,1,2,14000000,1,Andheri East Mumbai,525
867,Unfurnished,2,3,36800000,3,Andheri East Mumbai,1076
868,Furnished,1,3,31500000,3,Andheri East Mumbai,1200
869,Furnished,1,4,65000000,4,Andheri East Mumbai,1499
870,Furnished,1,2,19100000,2,Andheri East Mumbai,656
871,Furnished,1,2,14000000,1,Andheri East Mumbai,525
872,Unfurnished,2,3,36800000,3,Andheri East Mumbai,1076
873,Furnished,1,3,31500000,3,Andheri East Mumbai,1200
874,Furnished,1,4,65000000,4,Andheri East Mumbai,1499
875,Furnished,1,2,19100000,2,Andheri East Mumbai,656
876,Furnished,1,2,14000000,1,Andheri East Mumbai,525
877,Unfurnished,2,3,36800000,3,Andheri East Mumbai,1076
878,Furnished,1,3,31500000,3,Andheri East Mumbai,1200
879,Furnished,1,4,65000000,4,Andheri East Mumbai,1499
880,Furnished,1,2,19100000,2,Andheri East Mumbai,656
881,Furnished,1,2,14000000,1,Andheri East Mumbai,525
882,Unfurnished,2,3,36800000,3,Andheri East Mumbai,1076
883,Furnished,1,3,31500000,3,Andheri East Mumbai,1200
884,Furnished,1,4,65000000,4,Andheri East Mumbai,1499
885,Furnished,1,2,19100000,2,Andheri East Mumbai,656
886,Furnished,1,2,14000000,1,Andheri East Mumbai,525
887,Unfurnished,2,3,36800000,3,Andheri East Mumbai,1076
888,Furnished,1,3,31500000,3,Andheri East Mumbai,1200
889,Furnished,1,4,65000000,4,Andheri East Mumbai,1499
890,Furnished,1,2,19100000,2,Andheri East Mumbai,656
891,Furnished,1,2,14000000,1,Andheri East Mumbai,525
892,Unfurnished,2,3,36800000,3,Andheri East Mumbai,1076
893,Furnished,1,3,31500000,3,Andheri East Mumbai,1200
894,Furnished,1,4,65000000,4,Andheri East Mumbai,1499
895,Furnished,1,2,19100000,2,Andheri East Mumbai,656
896,Furnished,1,2,14000000,1,Andheri East Mumbai,525
897,Unfurnished,2,3,36800000,3,Andheri East Mumbai,1076
898,Furnished,1,3,31500000,3,Andheri East Mumbai,1200
899,Furnished,1,4,65000000,4,Andheri East Mumbai,1499
900,Furnished,1,2,19100000,2,Andheri East Mumbai,656
901,Furnished,1,2,14000000,1,Andheri East Mumbai,525
902,Unfurnished,2,3,36800000,3,Andheri East Mumbai,1076
903,Furnished,1,3,31500000,3,Andheri East Mumbai,1200
904,Furnished,1,4,65000000,4,Andheri East Mumbai,1499
905,Furnished,1,2,19100000,2,Andheri East Mumbai,656
906,Furnished,1,2,14000000,1,Andheri East Mumbai,525
907,Unfurnished,2,3,36800000,3,Andheri East Mumbai,1076
908,Furnished,1,3,31500000,3,Andheri East Mumbai,1200
909,Furnished,1,4,65000000,4,Andheri East Mumbai,1499
910,Furnished,1,2,19100000,2,Andheri East Mumbai,656
911,Furnished,1,2,14000000,1,Andheri East Mumbai,525
912,Unfurnished,2,3,36800000,3,Andheri East Mumbai,1076
913,Furnished,1,3,31500000,3,Andheri East Mumbai,1200
914,Furnished,1,4,65000000,4,Andheri East Mumbai,1499
