zaroni,location,total_sqft,society,status,transaction,furnishing,parking,bath,price
17798,2 BHK Apartment for Sale in Vikhroli Mumbai,770 sqft,Raj Legacy,Ready to Move,Resale,Unfurnished,1 Covered,2,1.95 Cr 
17799,3 BHK Apartment for Sale in Vikhroli Mumbai,1390 sqft,,Ready to Move,Resale,Unfurnished,"2 Covered,",3,4.50 Cr 
17800,2 BHK Apartment for Sale in Vikhroli Mumbai,540 sqft,Lodha Codename Evergreen,ConstructionPoss. by Dec '25,New Property,Unfurnished,1 Covered,2,1.35 Cr 
17801,1 BHK Apartment for Sale in Vikhroli Mumbai,,Adarsh Avenue,Ready to Move,Resale,Furnished,,2,86 Lac 
17802,3 BHK Apartment for Sale in Vikhroli Mumbai,,Godrej Platinum,Ready to Move,Resale,Unfurnished,,3,6 Cr 
17803,2 BHK Apartment for Sale in Vikhroli Mumbai,527 sqft,Swastik Emerald,Ready to Move,New Property,Unfurnished,,2,1.32 Cr 
17804,2 BHK Apartment for Sale in Vikhroli Mumbai,615 sqft,Eastern Groves,ConstructionPoss. by Jun '24,New Property,Unfurnished,1 Covered,2,1.18 Cr 
17805,1 BHK Apartment for Sale in Vikhroli Mumbai,386 sqft,Adityaraj Avenue,ConstructionPoss. by Aug '23,New Property,Unfurnished,,2,65.1 Lac 
17806,1 BHK Apartment for Sale in Vikhroli Mumbai,495 sqft,Godrej The Trees,Ready to Move,Resale,Unfurnished,1 Covered,1,1.90 Cr 
17807,3 BHK Apartment for Sale in Vikhroli Mumbai,1269 sqft,Godrej The Trees,Ready to Move,Resale,Semi-Furnished,2 Covered,3,5.50 Cr 
17808,2 BHK Apartment for Sale in Vikhroli Mumbai,675 sqft,Mayfair Hillcrest,Ready to Move,Resale,Unfurnished,"1 Covered,",2,1.52 Cr 
17809,2 BHK Apartment for Sale in Vikhroli Mumbai,602 sqft,Blumen,Ready to Move,Resale,Unfurnished,1 Covered,2,1.40 Cr 
17810,2 BHK Apartment for Sale in Vikhroli Mumbai,795 sqft,Godrej The Trees,Ready to Move,Resale,Semi-Furnished,1 Covered,1,3.45 Cr 
17811,1 BHK Apartment for Sale in Vikhroli Mumbai,573 sqft,Swastik Pearl,Ready to Move,New Property,Unfurnished,1 Covered,2,78 Lac 
17812,2 BHK Apartment for Sale in Vikhroli Mumbai,619 sqft,Mayfair The View,Ready to Move,Resale,Unfurnished,1 Covered,2,1.58 Cr 
17813,3 BHK Apartment for Sale in Vikhroli Mumbai,1122 sqft,Godrej The Trees,Ready to Move,Resale,Unfurnished,2 Covered,3,4.75 Cr 
17814,1 BHK Apartment for Sale in Vikhroli Mumbai,432 sqft,Adityaraj One,ConstructionPoss. by Jun '25,New Property,Unfurnished,1 Covered,1,89 Lac 
17815,1 BHK Apartment for Sale in Vikhroli Mumbai,419 sqft,Adityaraj Shivraj CHS,ConstructionPoss. by Jun '25,New Property,Unfurnished,,2,77 Lac 
17816,1 BHK Apartment for Sale in Vikhroli Mumbai,377 sqft,,ConstructionPoss. by Dec '23,New Property,Unfurnished,1 Open,2,66 Lac 
17817,2 BHK Apartment for Sale in Vikhroli Mumbai,,Godrej Platinum,Ready to Move,New Property,Semi-Furnished,,2,2.65 Cr 
17818,2 BHK Apartment for Sale in Vikhroli Mumbai,760 sqft,Godrej The Trees,Ready to Move,Resale,Unfurnished,,2,3.30 Cr 
17819,4 BHK Apartment for Sale in Vikhroli Mumbai,1400 sqft,Godrej The Trees,Ready to Move,Resale,Semi-Furnished,2 Covered,4,9 Cr 
17820,1 BHK Apartment for Sale in Vikhroli Mumbai,399 sqft,Om Dhanlaxmi Heights,ConstructionPoss. by Dec '25,New Property,Unfurnished,1 Covered,1,86.5 Lac 
17821,2 BHK Apartment for Sale in Vikhroli Mumbai,629 sqft,Mayfair The View,Ready to Move,New Property,Unfurnished,1 Covered,2,1.55 Cr 
17822,1 BHK Apartment for Sale in Vikhroli Mumbai,425 sqft,Bluman,ConstructionPoss. by Dec '23,New Property,Unfurnished,1 Covered,1,99 Lac 
17823,2 BHK Apartment for Sale in Vikhroli Mumbai,550 sqft,Shraddha Prestige,Ready to Move,Resale,Unfurnished,1 Covered,2,1.15 Cr 
17824,1 BHK Apartment for Sale in Vikhroli Mumbai,392 sqft,GS 47th Avenue,Ready to Move,New Property,Semi-Furnished,,2,94 Lac 
17825,2 BHK Apartment for Sale in Vikhroli Mumbai,533 sqft,Shivraj CHS,ConstructionPoss. by Dec '23,New Property,Unfurnished,1 Open,2,88 Lac 
17826,2 BHK Apartment for Sale in Vikhroli Mumbai,589 sqft,Suswagatam CHS Adityaraj Landmark,ConstructionPoss. by Mar '26,New Property,Unfurnished,,2,1.35 Cr 
17827,3 BHK Apartment for Sale in Vikhroli Mumbai,1100 sqft,Godrej The Trees,Ready to Move,New Property,Unfurnished,2 Covered,2,5.50 Cr 
17828,2 BHK Apartment for Sale in Vikhroli Mumbai,770 sqft,Raj Legacy,Ready to Move,Resale,Unfurnished,1 Covered,2,1.95 Cr 
17829,3 BHK Apartment for Sale in Vikhroli Mumbai,1390 sqft,,Ready to Move,Resale,Unfurnished,"2 Covered,",3,4.50 Cr 
17830,2 BHK Apartment for Sale in Vikhroli Mumbai,540 sqft,Lodha Codename Evergreen,ConstructionPoss. by Dec '25,New Property,Unfurnished,1 Covered,2,1.35 Cr 
17831,1 BHK Apartment for Sale in Vikhroli Mumbai,,Adarsh Avenue,Ready to Move,Resale,Furnished,,2,86 Lac 
17832,3 BHK Apartment for Sale in Vikhroli Mumbai,,Godrej Platinum,Ready to Move,Resale,Unfurnished,,3,6 Cr 
17833,2 BHK Apartment for Sale in Vikhroli Mumbai,527 sqft,Swastik Emerald,Ready to Move,New Property,Unfurnished,,2,1.32 Cr 
17834,2 BHK Apartment for Sale in Vikhroli Mumbai,615 sqft,Eastern Groves,ConstructionPoss. by Jun '24,New Property,Unfurnished,1 Covered,2,1.18 Cr 
17835,1 BHK Apartment for Sale in Vikhroli Mumbai,386 sqft,Adityaraj Avenue,ConstructionPoss. by Aug '23,New Property,Unfurnished,,2,65.1 Lac 
17836,1 BHK Apartment for Sale in Vikhroli Mumbai,495 sqft,Godrej The Trees,Ready to Move,Resale,Unfurnished,1 Covered,1,1.90 Cr 
17837,3 BHK Apartment for Sale in Vikhroli Mumbai,1269 sqft,Godrej The Trees,Ready to Move,Resale,Semi-Furnished,2 Covered,3,5.50 Cr 
17838,2 BHK Apartment for Sale in Vikhroli Mumbai,675 sqft,Mayfair Hillcrest,Ready to Move,Resale,Unfurnished,"1 Covered,",2,1.52 Cr 
17839,2 BHK Apartment for Sale in Vikhroli Mumbai,602 sqft,Blumen,Ready to Move,Resale,Unfurnished,1 Covered,2,1.40 Cr 
17840,2 BHK Apartment for Sale in Vikhroli Mumbai,795 sqft,Godrej The Trees,Ready to Move,Resale,Semi-Furnished,1 Covered,1,3.45 Cr 
17841,1 BHK Apartment for Sale in Vikhroli Mumbai,573 sqft,Swastik Pearl,Ready to Move,New Property,Unfurnished,1 Covered,2,78 Lac 
17842,2 BHK Apartment for Sale in Vikhroli Mumbai,619 sqft,Mayfair The View,Ready to Move,Resale,Unfurnished,1 Covered,2,1.58 Cr 
17843,3 BHK Apartment for Sale in Vikhroli Mumbai,1122 sqft,Godrej The Trees,Ready to Move,Resale,Unfurnished,2 Covered,3,4.75 Cr 
17844,1 BHK Apartment for Sale in Vikhroli Mumbai,432 sqft,Adityaraj One,ConstructionPoss. by Jun '25,New Property,Unfurnished,1 Covered,1,89 Lac 
17845,1 BHK Apartment for Sale in Vikhroli Mumbai,419 sqft,Adityaraj Shivraj CHS,ConstructionPoss. by Jun '25,New Property,Unfurnished,,2,77 Lac 
17846,1 BHK Apartment for Sale in Vikhroli Mumbai,377 sqft,,ConstructionPoss. by Dec '23,New Property,Unfurnished,1 Open,2,66 Lac 
17847,2 BHK Apartment for Sale in Vikhroli Mumbai,,Godrej Platinum,Ready to Move,New Property,Semi-Furnished,,2,2.65 Cr 
17848,2 BHK Apartment for Sale in Vikhroli Mumbai,760 sqft,Godrej The Trees,Ready to Move,Resale,Unfurnished,,2,3.30 Cr 
17849,4 BHK Apartment for Sale in Vikhroli Mumbai,1400 sqft,Godrej The Trees,Ready to Move,Resale,Semi-Furnished,2 Covered,4,9 Cr 
17850,1 BHK Apartment for Sale in Vikhroli Mumbai,399 sqft,Om Dhanlaxmi Heights,ConstructionPoss. by Dec '25,New Property,Unfurnished,1 Covered,1,86.5 Lac 
17851,2 BHK Apartment for Sale in Vikhroli Mumbai,629 sqft,Mayfair The View,Ready to Move,New Property,Unfurnished,1 Covered,2,1.55 Cr 
17852,1 BHK Apartment for Sale in Vikhroli Mumbai,425 sqft,Bluman,ConstructionPoss. by Dec '23,New Property,Unfurnished,1 Covered,1,99 Lac 
17853,2 BHK Apartment for Sale in Vikhroli Mumbai,550 sqft,Shraddha Prestige,Ready to Move,Resale,Unfurnished,1 Covered,2,1.15 Cr 
17854,1 BHK Apartment for Sale in Vikhroli Mumbai,392 sqft,GS 47th Avenue,Ready to Move,New Property,Semi-Furnished,,2,94 Lac 
17855,2 BHK Apartment for Sale in Vikhroli Mumbai,533 sqft,Shivraj CHS,ConstructionPoss. by Dec '23,New Property,Unfurnished,1 Open,2,88 Lac 
17856,2 BHK Apartment for Sale in Vikhroli Mumbai,589 sqft,Suswagatam CHS Adityaraj Landmark,ConstructionPoss. by Mar '26,New Property,Unfurnished,,2,1.35 Cr 
17857,3 BHK Apartment for Sale in Vikhroli Mumbai,1100 sqft,Godrej The Trees,Ready to Move,New Property,Unfurnished,2 Covered,2,5.50 Cr 
17858,2 BHK Apartment for Sale in Vikhroli Mumbai,770 sqft,Raj Legacy,Ready to Move,Resale,Unfurnished,1 Covered,2,1.95 Cr 
17859,3 BHK Apartment for Sale in Vikhroli Mumbai,1390 sqft,,Ready to Move,Resale,Unfurnished,"2 Covered,",3,4.50 Cr 
17860,2 BHK Apartment for Sale in Vikhroli Mumbai,540 sqft,Lodha Codename Evergreen,ConstructionPoss. by Dec '25,New Property,Unfurnished,1 Covered,2,1.35 Cr 
17861,1 BHK Apartment for Sale in Vikhroli Mumbai,,Adarsh Avenue,Ready to Move,Resale,Furnished,,2,86 Lac 
17862,3 BHK Apartment for Sale in Vikhroli Mumbai,,Godrej Platinum,Ready to Move,Resale,Unfurnished,,3,6 Cr 
17863,2 BHK Apartment for Sale in Vikhroli Mumbai,527 sqft,Swastik Emerald,Ready to Move,New Property,Unfurnished,,2,1.32 Cr 
17864,2 BHK Apartment for Sale in Vikhroli Mumbai,615 sqft,Eastern Groves,ConstructionPoss. by Jun '24,New Property,Unfurnished,1 Covered,2,1.18 Cr 
17865,1 BHK Apartment for Sale in Vikhroli Mumbai,386 sqft,Adityaraj Avenue,ConstructionPoss. by Aug '23,New Property,Unfurnished,,2,65.1 Lac 
17866,1 BHK Apartment for Sale in Vikhroli Mumbai,495 sqft,Godrej The Trees,Ready to Move,Resale,Unfurnished,1 Covered,1,1.90 Cr 
17867,3 BHK Apartment for Sale in Vikhroli Mumbai,1269 sqft,Godrej The Trees,Ready to Move,Resale,Semi-Furnished,2 Covered,3,5.50 Cr 
17868,2 BHK Apartment for Sale in Vikhroli Mumbai,675 sqft,Mayfair Hillcrest,Ready to Move,Resale,Unfurnished,"1 Covered,",2,1.52 Cr 
17869,2 BHK Apartment for Sale in Vikhroli Mumbai,602 sqft,Blumen,Ready to Move,Resale,Unfurnished,1 Covered,2,1.40 Cr 
17870,2 BHK Apartment for Sale in Vikhroli Mumbai,795 sqft,Godrej The Trees,Ready to Move,Resale,Semi-Furnished,1 Covered,1,3.45 Cr 
17871,1 BHK Apartment for Sale in Vikhroli Mumbai,573 sqft,Swastik Pearl,Ready to Move,New Property,Unfurnished,1 Covered,2,78 Lac 
17872,2 BHK Apartment for Sale in Vikhroli Mumbai,619 sqft,Mayfair The View,Ready to Move,Resale,Unfurnished,1 Covered,2,1.58 Cr 
17873,3 BHK Apartment for Sale in Vikhroli Mumbai,1122 sqft,Godrej The Trees,Ready to Move,Resale,Unfurnished,2 Covered,3,4.75 Cr 
17874,1 BHK Apartment for Sale in Vikhroli Mumbai,432 sqft,Adityaraj One,ConstructionPoss. by Jun '25,New Property,Unfurnished,1 Covered,1,89 Lac 
17875,1 BHK Apartment for Sale in Vikhroli Mumbai,419 sqft,Adityaraj Shivraj CHS,ConstructionPoss. by Jun '25,New Property,Unfurnished,,2,77 Lac 
17876,1 BHK Apartment for Sale in Vikhroli Mumbai,377 sqft,,ConstructionPoss. by Dec '23,New Property,Unfurnished,1 Open,2,66 Lac 
17877,2 BHK Apartment for Sale in Vikhroli Mumbai,,Godrej Platinum,Ready to Move,New Property,Semi-Furnished,,2,2.65 Cr 
17878,2 BHK Apartment for Sale in Vikhroli Mumbai,760 sqft,Godrej The Trees,Ready to Move,Resale,Unfurnished,,2,3.30 Cr 
17879,4 BHK Apartment for Sale in Vikhroli Mumbai,1400 sqft,Godrej The Trees,Ready to Move,Resale,Semi-Furnished,2 Covered,4,9 Cr 
17880,1 BHK Apartment for Sale in Vikhroli Mumbai,399 sqft,Om Dhanlaxmi Heights,ConstructionPoss. by Dec '25,New Property,Unfurnished,1 Covered,1,86.5 Lac 
17881,2 BHK Apartment for Sale in Vikhroli Mumbai,629 sqft,Mayfair The View,Ready to Move,New Property,Unfurnished,1 Covered,2,1.55 Cr 
17882,1 BHK Apartment for Sale in Vikhroli Mumbai,425 sqft,Bluman,ConstructionPoss. by Dec '23,New Property,Unfurnished,1 Covered,1,99 Lac 
17883,2 BHK Apartment for Sale in Vikhroli Mumbai,550 sqft,Shraddha Prestige,Ready to Move,Resale,Unfurnished,1 Covered,2,1.15 Cr 
17884,1 BHK Apartment for Sale in Vikhroli Mumbai,392 sqft,GS 47th Avenue,Ready to Move,New Property,Semi-Furnished,,2,94 Lac 
17885,2 BHK Apartment for Sale in Vikhroli Mumbai,533 sqft,Shivraj CHS,ConstructionPoss. by Dec '23,New Property,Unfurnished,1 Open,2,88 Lac 
17886,2 BHK Apartment for Sale in Vikhroli Mumbai,589 sqft,Suswagatam CHS Adityaraj Landmark,ConstructionPoss. by Mar '26,New Property,Unfurnished,,2,1.35 Cr 
17887,3 BHK Apartment for Sale in Vikhroli Mumbai,1100 sqft,Godrej The Trees,Ready to Move,New Property,Unfurnished,2 Covered,2,5.50 Cr 
17888,2 BHK Apartment for Sale in Vikhroli Mumbai,770 sqft,Raj Legacy,Ready to Move,Resale,Unfurnished,1 Covered,2,1.95 Cr 
17889,3 BHK Apartment for Sale in Vikhroli Mumbai,1390 sqft,,Ready to Move,Resale,Unfurnished,"2 Covered,",3,4.50 Cr 
17890,2 BHK Apartment for Sale in Vikhroli Mumbai,540 sqft,Lodha Codename Evergreen,ConstructionPoss. by Dec '25,New Property,Unfurnished,1 Covered,2,1.35 Cr 
17891,1 BHK Apartment for Sale in Vikhroli Mumbai,,Adarsh Avenue,Ready to Move,Resale,Furnished,,2,86 Lac 
17892,3 BHK Apartment for Sale in Vikhroli Mumbai,,Godrej Platinum,Ready to Move,Resale,Unfurnished,,3,6 Cr 
17893,2 BHK Apartment for Sale in Vikhroli Mumbai,527 sqft,Swastik Emerald,Ready to Move,New Property,Unfurnished,,2,1.32 Cr 
17894,2 BHK Apartment for Sale in Vikhroli Mumbai,615 sqft,Eastern Groves,ConstructionPoss. by Jun '24,New Property,Unfurnished,1 Covered,2,1.18 Cr 
17895,1 BHK Apartment for Sale in Vikhroli Mumbai,386 sqft,Adityaraj Avenue,ConstructionPoss. by Aug '23,New Property,Unfurnished,,2,65.1 Lac 
17896,1 BHK Apartment for Sale in Vikhroli Mumbai,495 sqft,Godrej The Trees,Ready to Move,Resale,Unfurnished,1 Covered,1,1.90 Cr 
17897,3 BHK Apartment for Sale in Vikhroli Mumbai,1269 sqft,Godrej The Trees,Ready to Move,Resale,Semi-Furnished,2 Covered,3,5.50 Cr 
17898,2 BHK Apartment for Sale in Vikhroli Mumbai,675 sqft,Mayfair Hillcrest,Ready to Move,Resale,Unfurnished,"1 Covered,",2,1.52 Cr 
17899,2 BHK Apartment for Sale in Vikhroli Mumbai,602 sqft,Blumen,Ready to Move,Resale,Unfurnished,1 Covered,2,1.40 Cr 
17900,2 BHK Apartment for Sale in Vikhroli Mumbai,795 sqft,Godrej The Trees,Ready to Move,Resale,Semi-Furnished,1 Covered,1,3.45 Cr 
17901,1 BHK Apartment for Sale in Vikhroli Mumbai,573 sqft,Swastik Pearl,Ready to Move,New Property,Unfurnished,1 Covered,2,78 Lac 
17902,2 BHK Apartment for Sale in Vikhroli Mumbai,619 sqft,Mayfair The View,Ready to Move,Resale,Unfurnished,1 Covered,2,1.58 Cr 
17903,3 BHK Apartment for Sale in Vikhroli Mumbai,1122 sqft,Godrej The Trees,Ready to Move,Resale,Unfurnished,2 Covered,3,4.75 Cr 
17904,1 BHK Apartment for Sale in Vikhroli Mumbai,432 sqft,Adityaraj One,ConstructionPoss. by Jun '25,New Property,Unfurnished,1 Covered,1,89 Lac 
17905,1 BHK Apartment for Sale in Vikhroli Mumbai,419 sqft,Adityaraj Shivraj CHS,ConstructionPoss. by Jun '25,New Property,Unfurnished,,2,77 Lac 
17906,1 BHK Apartment for Sale in Vikhroli Mumbai,377 sqft,,ConstructionPoss. by Dec '23,New Property,Unfurnished,1 Open,2,66 Lac 
17907,2 BHK Apartment for Sale in Vikhroli Mumbai,,Godrej Platinum,Ready to Move,New Property,Semi-Furnished,,2,2.65 Cr 
17908,2 BHK Apartment for Sale in Vikhroli Mumbai,760 sqft,Godrej The Trees,Ready to Move,Resale,Unfurnished,,2,3.30 Cr 
17909,4 BHK Apartment for Sale in Vikhroli Mumbai,1400 sqft,Godrej The Trees,Ready to Move,Resale,Semi-Furnished,2 Covered,4,9 Cr 
17910,1 BHK Apartment for Sale in Vikhroli Mumbai,399 sqft,Om Dhanlaxmi Heights,ConstructionPoss. by Dec '25,New Property,Unfurnished,1 Covered,1,86.5 Lac 
17911,2 BHK Apartment for Sale in Vikhroli Mumbai,629 sqft,Mayfair The View,Ready to Move,New Property,Unfurnished,1 Covered,2,1.55 Cr 
17912,1 BHK Apartment for Sale in Vikhroli Mumbai,425 sqft,Bluman,ConstructionPoss. by Dec '23,New Property,Unfurnished,1 Covered,1,99 Lac 
17913,2 BHK Apartment for Sale in Vikhroli Mumbai,550 sqft,Shraddha Prestige,Ready to Move,Resale,Unfurnished,1 Covered,2,1.15 Cr 
17914,1 BHK Apartment for Sale in Vikhroli Mumbai,392 sqft,GS 47th Avenue,Ready to Move,New Property,Semi-Furnished,,2,94 Lac 
17915,2 BHK Apartment for Sale in Vikhroli Mumbai,533 sqft,Shivraj CHS,ConstructionPoss. by Dec '23,New Property,Unfurnished,1 Open,2,88 Lac 
17916,2 BHK Apartment for Sale in Vikhroli Mumbai,589 sqft,Suswagatam CHS Adityaraj Landmark,ConstructionPoss. by Mar '26,New Property,Unfurnished,,2,1.35 Cr 
17917,3 BHK Apartment for Sale in Vikhroli Mumbai,1100 sqft,Godrej The Trees,Ready to Move,New Property,Unfurnished,2 Covered,2,5.50 Cr 
17918,2 BHK Apartment for Sale in Vikhroli Mumbai,770 sqft,Raj Legacy,Ready to Move,Resale,Unfurnished,1 Covered,2,1.95 Cr 
17919,3 BHK Apartment for Sale in Vikhroli Mumbai,1390 sqft,,Ready to Move,Resale,Unfurnished,"2 Covered,",3,4.50 Cr 
17920,2 BHK Apartment for Sale in Vikhroli Mumbai,540 sqft,Lodha Codename Evergreen,ConstructionPoss. by Dec '25,New Property,Unfurnished,1 Covered,2,1.35 Cr 
17921,1 BHK Apartment for Sale in Vikhroli Mumbai,,Adarsh Avenue,Ready to Move,Resale,Furnished,,2,86 Lac 
17922,3 BHK Apartment for Sale in Vikhroli Mumbai,,Godrej Platinum,Ready to Move,Resale,Unfurnished,,3,6 Cr 
17923,2 BHK Apartment for Sale in Vikhroli Mumbai,527 sqft,Swastik Emerald,Ready to Move,New Property,Unfurnished,,2,1.32 Cr 
17924,2 BHK Apartment for Sale in Vikhroli Mumbai,615 sqft,Eastern Groves,ConstructionPoss. by Jun '24,New Property,Unfurnished,1 Covered,2,1.18 Cr 
17925,1 BHK Apartment for Sale in Vikhroli Mumbai,386 sqft,Adityaraj Avenue,ConstructionPoss. by Aug '23,New Property,Unfurnished,,2,65.1 Lac 
17926,1 BHK Apartment for Sale in Vikhroli Mumbai,495 sqft,Godrej The Trees,Ready to Move,Resale,Unfurnished,1 Covered,1,1.90 Cr 
17927,3 BHK Apartment for Sale in Vikhroli Mumbai,1269 sqft,Godrej The Trees,Ready to Move,Resale,Semi-Furnished,2 Covered,3,5.50 Cr 
17928,2 BHK Apartment for Sale in Vikhroli Mumbai,675 sqft,Mayfair Hillcrest,Ready to Move,Resale,Unfurnished,"1 Covered,",2,1.52 Cr 
17929,2 BHK Apartment for Sale in Vikhroli Mumbai,602 sqft,Blumen,Ready to Move,Resale,Unfurnished,1 Covered,2,1.40 Cr 
17930,2 BHK Apartment for Sale in Vikhroli Mumbai,795 sqft,Godrej The Trees,Ready to Move,Resale,Semi-Furnished,1 Covered,1,3.45 Cr 
17931,1 BHK Apartment for Sale in Vikhroli Mumbai,573 sqft,Swastik Pearl,Ready to Move,New Property,Unfurnished,1 Covered,2,78 Lac 
17932,2 BHK Apartment for Sale in Vikhroli Mumbai,619 sqft,Mayfair The View,Ready to Move,Resale,Unfurnished,1 Covered,2,1.58 Cr 
17933,3 BHK Apartment for Sale in Vikhroli Mumbai,1122 sqft,Godrej The Trees,Ready to Move,Resale,Unfurnished,2 Covered,3,4.75 Cr 
17934,1 BHK Apartment for Sale in Vikhroli Mumbai,432 sqft,Adityaraj One,ConstructionPoss. by Jun '25,New Property,Unfurnished,1 Covered,1,89 Lac 
17935,1 BHK Apartment for Sale in Vikhroli Mumbai,419 sqft,Adityaraj Shivraj CHS,ConstructionPoss. by Jun '25,New Property,Unfurnished,,2,77 Lac 
17936,1 BHK Apartment for Sale in Vikhroli Mumbai,377 sqft,,ConstructionPoss. by Dec '23,New Property,Unfurnished,1 Open,2,66 Lac 
17937,2 BHK Apartment for Sale in Vikhroli Mumbai,,Godrej Platinum,Ready to Move,New Property,Semi-Furnished,,2,2.65 Cr 
17938,2 BHK Apartment for Sale in Vikhroli Mumbai,760 sqft,Godrej The Trees,Ready to Move,Resale,Unfurnished,,2,3.30 Cr 
17939,4 BHK Apartment for Sale in Vikhroli Mumbai,1400 sqft,Godrej The Trees,Ready to Move,Resale,Semi-Furnished,2 Covered,4,9 Cr 
17940,1 BHK Apartment for Sale in Vikhroli Mumbai,399 sqft,Om Dhanlaxmi Heights,ConstructionPoss. by Dec '25,New Property,Unfurnished,1 Covered,1,86.5 Lac 
17941,2 BHK Apartment for Sale in Vikhroli Mumbai,629 sqft,Mayfair The View,Ready to Move,New Property,Unfurnished,1 Covered,2,1.55 Cr 
17942,1 BHK Apartment for Sale in Vikhroli Mumbai,425 sqft,Bluman,ConstructionPoss. by Dec '23,New Property,Unfurnished,1 Covered,1,99 Lac 
17943,2 BHK Apartment for Sale in Vikhroli Mumbai,550 sqft,Shraddha Prestige,Ready to Move,Resale,Unfurnished,1 Covered,2,1.15 Cr 
17944,1 BHK Apartment for Sale in Vikhroli Mumbai,392 sqft,GS 47th Avenue,Ready to Move,New Property,Semi-Furnished,,2,94 Lac 
17945,2 BHK Apartment for Sale in Vikhroli Mumbai,533 sqft,Shivraj CHS,ConstructionPoss. by Dec '23,New Property,Unfurnished,1 Open,2,88 Lac 
17946,2 BHK Apartment for Sale in Vikhroli Mumbai,589 sqft,Suswagatam CHS Adityaraj Landmark,ConstructionPoss. by Mar '26,New Property,Unfurnished,,2,1.35 Cr 
17947,3 BHK Apartment for Sale in Vikhroli Mumbai,1100 sqft,Godrej The Trees,Ready to Move,New Property,Unfurnished,2 Covered,2,5.50 Cr 
17948,2 BHK Apartment for Sale in Vikhroli Mumbai,770 sqft,Raj Legacy,Ready to Move,Resale,Unfurnished,1 Covered,2,1.95 Cr 
17949,3 BHK Apartment for Sale in Vikhroli Mumbai,1390 sqft,,Ready to Move,Resale,Unfurnished,"2 Covered,",3,4.50 Cr 
17950,2 BHK Apartment for Sale in Vikhroli Mumbai,540 sqft,Lodha Codename Evergreen,ConstructionPoss. by Dec '25,New Property,Unfurnished,1 Covered,2,1.35 Cr 
17951,1 BHK Apartment for Sale in Vikhroli Mumbai,,Adarsh Avenue,Ready to Move,Resale,Furnished,,2,86 Lac 
17952,3 BHK Apartment for Sale in Vikhroli Mumbai,,Godrej Platinum,Ready to Move,Resale,Unfurnished,,3,6 Cr 
17953,2 BHK Apartment for Sale in Vikhroli Mumbai,527 sqft,Swastik Emerald,Ready to Move,New Property,Unfurnished,,2,1.32 Cr 
17954,2 BHK Apartment for Sale in Vikhroli Mumbai,615 sqft,Eastern Groves,ConstructionPoss. by Jun '24,New Property,Unfurnished,1 Covered,2,1.18 Cr 
17955,1 BHK Apartment for Sale in Vikhroli Mumbai,386 sqft,Adityaraj Avenue,ConstructionPoss. by Aug '23,New Property,Unfurnished,,2,65.1 Lac 
17956,1 BHK Apartment for Sale in Vikhroli Mumbai,495 sqft,Godrej The Trees,Ready to Move,Resale,Unfurnished,1 Covered,1,1.90 Cr 
17957,3 BHK Apartment for Sale in Vikhroli Mumbai,1269 sqft,Godrej The Trees,Ready to Move,Resale,Semi-Furnished,2 Covered,3,5.50 Cr 
17958,2 BHK Apartment for Sale in Vikhroli Mumbai,675 sqft,Mayfair Hillcrest,Ready to Move,Resale,Unfurnished,"1 Covered,",2,1.52 Cr 
17959,2 BHK Apartment for Sale in Vikhroli Mumbai,602 sqft,Blumen,Ready to Move,Resale,Unfurnished,1 Covered,2,1.40 Cr 
17960,2 BHK Apartment for Sale in Vikhroli Mumbai,795 sqft,Godrej The Trees,Ready to Move,Resale,Semi-Furnished,1 Covered,1,3.45 Cr 
17961,1 BHK Apartment for Sale in Vikhroli Mumbai,573 sqft,Swastik Pearl,Ready to Move,New Property,Unfurnished,1 Covered,2,78 Lac 
17962,2 BHK Apartment for Sale in Vikhroli Mumbai,619 sqft,Mayfair The View,Ready to Move,Resale,Unfurnished,1 Covered,2,1.58 Cr 
17963,3 BHK Apartment for Sale in Vikhroli Mumbai,1122 sqft,Godrej The Trees,Ready to Move,Resale,Unfurnished,2 Covered,3,4.75 Cr 
17964,1 BHK Apartment for Sale in Vikhroli Mumbai,432 sqft,Adityaraj One,ConstructionPoss. by Jun '25,New Property,Unfurnished,1 Covered,1,89 Lac 
17965,1 BHK Apartment for Sale in Vikhroli Mumbai,419 sqft,Adityaraj Shivraj CHS,ConstructionPoss. by Jun '25,New Property,Unfurnished,,2,77 Lac 
17966,1 BHK Apartment for Sale in Vikhroli Mumbai,377 sqft,,ConstructionPoss. by Dec '23,New Property,Unfurnished,1 Open,2,66 Lac 
17967,2 BHK Apartment for Sale in Vikhroli Mumbai,,Godrej Platinum,Ready to Move,New Property,Semi-Furnished,,2,2.65 Cr 
17968,2 BHK Apartment for Sale in Vikhroli Mumbai,760 sqft,Godrej The Trees,Ready to Move,Resale,Unfurnished,,2,3.30 Cr 
17969,4 BHK Apartment for Sale in Vikhroli Mumbai,1400 sqft,Godrej The Trees,Ready to Move,Resale,Semi-Furnished,2 Covered,4,9 Cr 
17970,1 BHK Apartment for Sale in Vikhroli Mumbai,399 sqft,Om Dhanlaxmi Heights,ConstructionPoss. by Dec '25,New Property,Unfurnished,1 Covered,1,86.5 Lac 
17971,2 BHK Apartment for Sale in Vikhroli Mumbai,629 sqft,Mayfair The View,Ready to Move,New Property,Unfurnished,1 Covered,2,1.55 Cr 
