zaroni,location,total_sqft,society,status,transaction,furnishing,parking,bath,price
6593,1 BHK Apartment for Sale in Kandivali West Mumbai,460 sqft,,Ready to Move,Resale,Semi-Furnished,1 Open,1,1 Cr 
6594,2 BHK Apartment for Sale in Kandivali West Mumbai,650 sqft,Amisha Apartment,Ready to Move,Resale,Unfurnished,,2,1.20 Cr 
6595,1 BHK Apartment for Sale in Kandivali West Mumbai,329 sqft,Orchid Residency,ConstructionPoss. by Dec '23,New Property,Unfurnished,,1,58 Lac 
6596,2 BHK Apartment for Sale in Kandivali West Mumbai,630 sqft,,Ready to Move,Resale,Semi-Furnished,,2,1.25 Cr 
6597,3 BHK Apartment for Sale in Kandivali West Mumbai,1000 sqft,Riddhi Siddhi Heights,Ready to Move,Resale,Semi-Furnished,1 Covered,3,1.85 Cr 
6598,2 BHK Apartment for Sale in Kandivali West Mumbai,609 sqft,,Ready to Move,Resale,Furnished,,2,1.95 Cr 
6599,2 BHK Apartment for Sale in Kandivali West Mumbai,609 sqft,Sethia Kalpavruksh Heights,Ready to Move,New Property,Unfurnished,1 Covered,2,1.40 Cr 
6600,2 BHK Apartment for Sale in Kandivali West Mumbai,772 sqft,RNA Regency Park,Ready to Move,Resale,Unfurnished,1 Open,2,1.68 Cr 
6601,3 BHK Villa for Sale in Kandivali West Mumbai,400 sqft,,Ready to Move,Resale,Furnished,,3,1.80 Cr 
6602,2 BHK Apartment for Sale in Kandivali West Mumbai,615 sqft,Veena Smart Homes,ConstructionPoss. by Dec '24,New Property,Furnished,,2,1.20 Cr 
6603,2 BHK Apartment for Sale in Kandivali West Mumbai,530 sqft,Neelyog Aashiyana,Ready to Move,Resale,Furnished,,2,1.50 Cr 
6604,2 BHK Apartment for Sale in Kandivali West Mumbai,480 sqft,Raman Ashish,Ready to Move,Resale,Furnished,,3,100 Lac 
6605,2 BHK Apartment for Sale in Kandivali West Mumbai,,Accord Apartment,Ready to Move,Resale,Furnished,,2,1.50 Cr 
6606,1 BHK Apartment for Sale in Kandivali West Mumbai,,Chheda Complex,Ready to Move,Resale,Semi-Furnished,,1,86 Lac 
6607,3 BHK Apartment for Sale in Kandivali West Mumbai,1000 sqft,Agarwal Nimmit Towers II,Ready to Move,Resale,Furnished,,2,2.50 Cr 
6608,2 BHK Apartment for Sale in Kandivali West Mumbai,584 sqft,Goyal Aspire,ConstructionPoss. by Oct '25,New Property,Unfurnished,,2,1.38 Cr 
6609,2 BHK Apartment for Sale in Kandivali West Mumbai,620 sqft,Ruparel WestSky,ConstructionPoss. by Dec '25,New Property,Unfurnished,1 Open,2,1.49 Cr 
6610,1 BHK Apartment for Sale in Kandivali West Mumbai,378 sqft,Dimple Westwood,ConstructionPoss. by Dec '25,New Property,Unfurnished,"1 Covered,",2,70 Lac 
6611,2 BHK Apartment for Sale in Kandivali West Mumbai,781 sqft,Codename Skyrise,ConstructionPoss. by Dec '26,New Property,Unfurnished,1 Covered,2,2.40 Cr 
6612,3 BHK House for Sale in Kandivali West Mumbai,1550 sqft,,Ready to Move,New Property,Semi-Furnished,2 Covered,3,2.80 Cr 
6613,2 BHK Apartment for Sale in Kandivali West Mumbai,626 sqft,Fortune Heights,ConstructionPoss. by Dec '23,New Property,Unfurnished,,2,1.70 Cr 
6614,5 BHK Apartment for Sale in Kandivali West Mumbai,1630 sqft,Anant Bhoomi,Ready to Move,Resale,Semi-Furnished,,4,6.30 Cr 
6615,2 BHK Apartment for Sale in Kandivali West Mumbai,657 sqft,,ConstructionPoss. by Dec '26,Resale,Unfurnished,1 Covered,2,1.54 Cr 
6616,1 BHK Apartment for Sale in Kandivali West Mumbai,400 sqft,,ConstructionPoss. by Dec '25,New Property,Unfurnished,"1 Covered,",2,70 Lac 
6617,1 BHK Apartment for Sale in Kandivali West Mumbai,419 sqft,,ConstructionPoss. by Dec '25,New Property,Semi-Furnished,"1 Covered,",2,73 Lac 
6618,1 BHK Apartment for Sale in Kandivali West Mumbai,402 sqft,,ConstructionPoss. by Dec '25,New Property,Unfurnished,,2,69 Lac 
6619,2 BHK Apartment for Sale in Kandivali West Mumbai,631 sqft,Allure Jalaram Height,Ready to Move,Resale,Unfurnished,,2,1.30 Cr 
6620,2 BHK Apartment for Sale in Kandivali West Mumbai,730 sqft,Breezy Corner,Ready to Move,Resale,Furnished,1 Open,2,2.35 Cr 
6621,1 BHK Apartment for Sale in Kandivali West Mumbai,400 sqft,,Ready to Move,Resale,Unfurnished,,2,70 Lac 
6622,2 BHK Apartment for Sale in Kandivali West Mumbai,476 sqft,Mamtora Shree Vallabh,ConstructionPoss. by Oct '23,New Property,Unfurnished,1 Covered,2,1.28 Cr 
6623,1 BHK Apartment for Sale in Kandivali West Mumbai,448 sqft,,ConstructionPoss. by Oct '25,New Property,Unfurnished,,2,85 Lac 
6624,1 BHK Apartment for Sale in Kandivali West Mumbai,410 sqft,,Ready to Move,New Property,Unfurnished,1 Covered,2,1.15 Cr 
6625,4 BHK Apartment for Sale in Kandivali West Mumbai,1397 sqft,Arise West Center,ConstructionPoss. by Dec '24,New Property,Unfurnished,"2 Covered,",5,3.12 Cr 
6626,3 BHK Apartment for Sale in Kandivali West Mumbai,780 sqft,Sethia Kalpavruksh Heights,Ready to Move,Resale,Semi-Furnished,1 Open,2,1.90 Cr 
6627,1 BHK Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Unfurnished,,1,45 Lac 
6628,3 BHK Apartment for Sale in Kandivali West Mumbai,832 sqft,,ConstructionPoss. by Dec '25,Resale,Semi-Furnished,,3,2.05 Cr 
6629,2 BHK Apartment for Sale in Kandivali West Mumbai,,,,Resale,Unfurnished,,2,1.30 Cr 
6630,2 BHK Apartment for Sale in Kandivali West Mumbai,800 sqft,,Ready to Move,Other,Semi-Furnished,,2,1.55 Cr 
6631,Plot/Land for Sale in Kandivali West Mumbai,,,,Resale,,,,95 Lac 
6632,2 BHK Apartment for Sale in Kandivali West Mumbai,836 sqft,73 East,ConstructionPoss. by Dec '24,Resale,Unfurnished,,3,2.55 Cr 
6633,Plot/Land for Sale in Kandivali West Mumbai,,,,Resale,,,,1.50 Cr 
6634,1 BHK Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Semi-Furnished,,2,85 Lac 
6635,2 BHK House for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Unfurnished,,2,1.10 Cr 
6636,1 BHK Apartment for Sale in Kandivali West Mumbai,400 sqft,,,New Property,Unfurnished,,1,78 Lac 
6637,2 BHK Apartment for Sale in Kandivali West Mumbai,654 sqft,,Ready to Move,Resale,Semi-Furnished,1 Covered,2,1.85 Cr 
6638,2 BHK Apartment for Sale in Kandivali West Mumbai,675 sqft,,Ready to Move,Resale,Semi-Furnished,,2,1.40 Cr 
6639,3 BHK Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Unfurnished,,3,80 Lac 
6640,Studio Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Semi-Furnished,,,60 Lac 
6641,1 BHK Apartment for Sale in Kandivali West Mumbai,,Parinee Essence,,Resale,Unfurnished,,2,90 Lac 
6642,1 BHK Apartment for Sale in Kandivali West Mumbai,,Ruparel Optima,Ready to Move,Resale,Furnished,,1,65 Lac 
6643,2 BHK Apartment for Sale in Kandivali West Mumbai,825 sqft,Ruparel Sky Greens,,Resale,Semi-Furnished,,2,1.50 Cr 
6644,3 BHK Apartment for Sale in Kandivali West Mumbai,,Radha Vishweshwar Apartment,Ready to Move,Resale,Semi-Furnished,,3,3.15 Cr 
6645,1 BHK Apartment for Sale in Kandivali West Mumbai,237 sqft,,Ready to Move,Resale,Semi-Furnished,,1,65 Lac 
6646,1 BHK Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Furnished,,1,43 Lac 
6647,1 BHK Apartment for Sale in Kandivali West Mumbai,,RNA Regency Park,Ready to Move,Resale,Furnished,,1,1.18 Cr 
6648,3 BHK Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Furnished,,2,2.80 Cr 
6649,3 BHK Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Unfurnished,1 Covered,3,3.50 Cr 
6650,2 BHK Builder Floor for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Furnished,,1,1.50 Cr 
6651,1 BHK Apartment for Sale in Kandivali West Mumbai,280 sqft,Shivaji Raje Complex,Ready to Move,Resale,Semi-Furnished,,1,44 Lac 
6652,1 BHK Apartment for Sale in Kandivali West Mumbai,330 sqft,Krishna Apartment,Ready to Move,Resale,Unfurnished,,1,85 Lac 
6653,3 BHK Apartment for Sale in Kandivali West Mumbai,,Mayfair Greens,Ready to Move,Resale,Unfurnished,2 Covered,3,3 Cr 
6654,1 BHK Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Semi-Furnished,,1,85 Lac 
6655,2 BHK Apartment for Sale in Kandivali West Mumbai,,Gauri Excellency,Ready to Move,Resale,Unfurnished,,2,2.10 Cr 
6656,2 BHK Apartment for Sale in Kandivali West Mumbai,,N G Garden,Ready to Move,Resale,Semi-Furnished,,2,1.50 Cr 
6657,1 BHK Apartment for Sale in Kandivali West Mumbai,399 sqft,,Ready to Move,Resale,Semi-Furnished,,2,1.05 Cr 
6658,1 BHK Apartment for Sale in Kandivali West Mumbai,414 sqft,Gaurav Garden,Ready to Move,Resale,Semi-Furnished,,2,1 Cr 
6659,1 BHK Apartment for Sale in Kandivali West Mumbai,,Pooja Enclave,Ready to Move,Resale,Furnished,,2,90 Lac 
6660,2 BHK Apartment for Sale in Kandivali West Mumbai,,Sethia Kalpavruksh Heights,Ready to Move,Resale,Unfurnished,,2,1.77 Cr 
6661,6 BHK Villa for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Furnished,,6,6 Cr 
6662,1 BHK Apartment for Sale in Kandivali West Mumbai,,Sai Krupa,Ready to Move,Resale,Furnished,,1,80 Lac 
6663,1 BHK Apartment for Sale in Kandivali West Mumbai,424 sqft,Sethia Kalpavruksh Heights,Ready to Move,Resale,Furnished,,2,1.25 Cr 
6664,2 BHK Apartment for Sale in Kandivali West Mumbai,547 sqft,Divya Shree Abhishek CHSL,Ready to Move,Resale,Unfurnished,,2,1.35 Cr 
6665,2 BHK Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,New Property,Furnished,3 Covered,2,2.25 Cr 
6666,Plot/Land for Sale in Kandivali West Mumbai,,,,Resale,,,,11 Lac 
6667,2 BHK Apartment for Sale in Kandivali West Mumbai,,Leena Enclave,Ready to Move,Resale,Semi-Furnished,,3,1.47 Cr 
6668,1 BHK Apartment for Sale in Kandivali West Mumbai,305 sqft,,Ready to Move,Resale,Unfurnished,1 Covered,1,46 Lac 
6669,1 BHK House for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Unfurnished,,1,70 Lac 
6670,2 BHK Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Furnished,,2,1.45 Cr 
6671,2 BHK Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Furnished,,2,1 Cr 
6672,5 BHK Builder Floor for Sale in Kandivali West New Delhi,3000 sqft,,Ready to Move,Resale,Semi-Furnished,1 Covered,5,5.25 Cr 
6673,1 BHK House for Sale in Kandivali West Mumbai,325 sqft,,Ready to Move,Resale,Unfurnished,,2,62 Lac 
6674,1 BHK Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Semi-Furnished,,1,1.15 Cr 
6675,4 BHK Apartment for Sale in Kandivali West Mumbai,,Paras Darshan,Ready to Move,Resale,Unfurnished,,4,4.75 Cr 
6676,2 BHK House for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Semi-Furnished,,2,60 Lac 
6677,2 BHK Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Semi-Furnished,,2,1.60 Cr 
6678,2 BHK Apartment for Sale in Kandivali West Mumbai,625 sqft,,Ready to Move,Resale,Furnished,,2,1.80 Cr 
6679,2 BHK Apartment for Sale in Kandivali West Mumbai,670 sqft,Supreme Willows,Ready to Move,Resale,Unfurnished,,2,1.75 Cr 
6680,2 BHK Villa for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Unfurnished,,2,2 Cr 
6681,1 BHK Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Semi-Furnished,,1,75 Lac 
6682,1 BHK Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Furnished,,1,63 Lac 
6683,1 BHK Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Semi-Furnished,1 Covered,2,90 Lac 
6684,1 BHK Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Unfurnished,,2,85 Lac 
6685,2 BHK Penthouse for Sale in Kandivali West Mumbai,1900 sqft,,Ready to Move,Resale,Semi-Furnished,2 Covered,3,3.40 Cr 
6686,2 BHK Apartment for Sale in Kandivali West Mumbai,527 sqft,,Ready to Move,New Property,Unfurnished,,2,1.40 Cr 
6687,1 BHK House for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,,,,32 Lac 
6688,4 BHK House for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Furnished,,5,2.40 Cr 
6689,Studio Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Unfurnished,,1,48 Lac 
6690,2 BHK Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Furnished,,2,1.75 Cr 
6691,2 BHK Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Unfurnished,,2,1.95 Cr 
6692,3 BHK Apartment for Sale in Kandivali West Mumbai,,Sharvil Court,Ready to Move,Resale,Furnished,,4,7 Cr 
6693,2 BHK Apartment for Sale in Kandivali West Mumbai,,Sahajanand Akshar Apartment,Ready to Move,Resale,Furnished,,2,1.65 Cr 
6694,1 BHK Apartment for Sale in Kandivali West Mumbai,451 sqft,Aman Spring,Ready to Move,Resale,Unfurnished,,2,85 Lac 
6695,1 BHK Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Semi-Furnished,,1,75 Lac 
6696,1 BHK Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Semi-Furnished,,1,1 Cr 
6697,6 BHK House for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Unfurnished,,7,4.25 Cr 
6698,1 BHK Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Semi-Furnished,,1,37 Lac 
6699,3 BHK Apartment for Sale in Kandivali West Mumbai,,Maan Pappilon,Ready to Move,Resale,,,,3.50 Cr 
6700,1 BHK Apartment for Sale in Kandivali West Mumbai,435 sqft,,Ready to Move,Resale,Unfurnished,,2,1.05 Cr 
6701,1 BHK Apartment for Sale in Kandivali West Mumbai,436 sqft,,Ready to Move,Resale,Unfurnished,,2,1 Cr 
6702,1 BHK Apartment for Sale in Kandivali West Mumbai,425 sqft,Ruparel Elara,Ready to Move,New Property,Semi-Furnished,,2,1 Cr 
6703,1 BHK House for Sale in Kandivali West Mumbai,480 sqft,,Ready to Move,Resale,Unfurnished,,2,63 Lac 
6704,2 BHK House for Sale in Kandivali West Mumbai,,,,Resale,Semi-Furnished,,2,80 Lac 
6705,2 BHK Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Unfurnished,,2,1.35 Cr 
6706,2 BHK Apartment for Sale in Kandivali West Mumbai,701 sqft,Acme Avenue,Ready to Move,Resale,,,2,1.55 Cr 
6707,2 BHK House for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Unfurnished,,2,1 Cr 
6708,1 BHK Apartment for Sale in Kandivali West Mumbai,330 sqft,Dahanukarwadi,Ready to Move,Resale,Furnished,,1,53 Lac 
6709,Studio Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Semi-Furnished,,1,40 Lac 
6710,1 BHK Apartment for Sale in Kandivali West Mumbai,,Pooja Enclave,Ready to Move,Resale,Semi-Furnished,,1,1 Cr 
6711,1 BHK Apartment for Sale in Kandivali West Mumbai,338 sqft,Parinee Essence,Ready to Move,Resale,Unfurnished,,1,76 Lac 
6712,2 BHK Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Semi-Furnished,,1,87 Lac 
6713,Plot/Land for Sale in Kandivali West Mumbai,,,,Resale,,,,1.50 Cr 
6714,2 BHK Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Semi-Furnished,1 Covered,2,1.25 Cr 
6715,1 BHK House for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Unfurnished,,1,60 Lac 
6716,1 BHK Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Furnished,,2,1.35 Cr 
6717,Studio Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Unfurnished,,1,29.5 Lac 
6718,2 BHK Apartment for Sale in Kandivali West Mumbai,,Acme Avenue,Ready to Move,Resale,Semi-Furnished,,2,1.70 Cr 
6719,1 BHK Apartment for Sale in Kandivali West Mumbai,,Kanakia Sky High,Ready to Move,Resale,Furnished,,1,70 Lac 
6720,1 BHK Apartment for Sale in Kandivali West Mumbai,430 sqft,,Ready to Move,Resale,Unfurnished,1 Open,2,86 Lac 
6721,1 BHK Apartment for Sale in Kandivali West Mumbai,,Nilkanth Apartment,Ready to Move,Resale,Semi-Furnished,,1,1 Cr 
6722,1 BHK House for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Unfurnished,,1,92 Lac 
6723,2 BHK Apartment for Sale in Kandivali West Mumbai,659 sqft,Royal Samarpan,Ready to Move,Resale,Semi-Furnished,,2,1.95 Cr 
6724,Plot/Land for Sale in Kandivali West Mumbai,,,,Resale,,,,1.55 Cr 
6725,1 BHK Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Furnished,,1,80 Lac 
6726,1 BHK Apartment for Sale in Kandivali West Mumbai,320 sqft,,Ready to Move,Resale,Semi-Furnished,1 Covered,1,56 Lac 
6727,2 BHK Villa for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Semi-Furnished,,2,55 Lac 
6728,2 BHK Apartment for Sale in Kandivali West Mumbai,600 sqft,Arvindo Kandivali West,Ready to Move,Resale,Furnished,,2,1.16 Cr 
6729,1 BHK Apartment for Sale in Kandivali West Mumbai,,Veena Classic,Ready to Move,Resale,Furnished,,2,1.12 Cr 
6730,2 BHK Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Semi-Furnished,,3,2.40 Cr 
6731,1 BHK Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Unfurnished,,1,80 Lac 
6732,1 BHK House for Sale in Kandivali West Mumbai,250 sqft,,Ready to Move,Resale,Unfurnished,,1,56 Lac 
6733,4 BHK Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Semi-Furnished,,4,1.75 Cr 
6734,2 BHK House for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Semi-Furnished,,2,2.25 Cr 
6735,1 BHK Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Unfurnished,,2,1.05 Cr 
6736,1 BHK Apartment for Sale in Kandivali West Mumbai,530 sqft,Kandivli Dharamveer,Ready to Move,Resale,Furnished,,1,1.17 Cr 
6737,1 BHK House for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Unfurnished,,1,64 Lac 
6738,3 BHK Apartment for Sale in Kandivali West Mumbai,,Rajratan Palace CHS,Ready to Move,Resale,Furnished,,3,2.85 Cr 
6739,2 BHK Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Unfurnished,,2,1.50 Cr 
6740,2 BHK Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Unfurnished,,2,1.65 Cr 
6741,1 BHK Apartment for Sale in Kandivali West Mumbai,,Aman Spring,Ready to Move,Resale,Furnished,,2,79 Lac 
6742,1 BHK House for Sale in Kandivali West Mumbai,300 sqft,,Ready to Move,Resale,Semi-Furnished,,2,70 Lac 
6743,8 BHK Villa for Sale in Kandivali West Mumbai,,,,Resale,Semi-Furnished,,9,4 Cr 
6744,3 BHK Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Unfurnished,,2,2.32 Cr 
6745,2 BHK Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Furnished,,2,2.50 Cr 
6746,2 BHK Apartment for Sale in Kandivali West Mumbai,,Anant Bhoomi,Ready to Move,Resale,Unfurnished,,2,2.60 Cr 
6747,1 BHK Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Semi-Furnished,,2,70 Lac 
6748,1 BHK Apartment for Sale in Kandivali West Mumbai,200 sqft,,Ready to Move,Resale,Semi-Furnished,,1,63 Lac 
6749,Plot/Land for Sale in Kandivali West Mumbai,,,,Resale,,,,95 Lac 
6750,2 BHK Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Semi-Furnished,1 Covered,2,1.30 Cr 
6751,1 BHK Apartment for Sale in Kandivali West Mumbai,609 sqft,,Ready to Move,Resale,Semi-Furnished,,2,80 Lac 
6752,2 BHK Apartment for Sale in Kandivali West Mumbai,550 sqft,Gaurav Garden,Ready to Move,Resale,Unfurnished,,2,1.20 Cr 
6753,1 BHK Apartment for Sale in Kandivali West Mumbai,323 sqft,Ruparel Optima,Ready to Move,Resale,Furnished,,1,85 Lac 
6754,3 BHK Apartment for Sale in Kandivali West Mumbai,840 sqft,Ronik Apartment,Ready to Move,Resale,Semi-Furnished,,3,3 Cr 
6755,1 BHK Apartment for Sale in Kandivali West Mumbai,550 sqft,,Ready to Move,Resale,Furnished,1 Open,1,1.10 Cr 
6756,2 BHK House for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Unfurnished,,2,95 Lac 
6757,1 BHK Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Unfurnished,,1,82 Lac 
6758,2 BHK Apartment for Sale in Kandivali West Mumbai,900 sqft,RNA ROYALE PARK,Ready to Move,Resale,Semi-Furnished,,2,2.50 Cr 
6759,2 BHK Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Furnished,1 Covered,2,1.60 Cr 
6760,2 BHK Apartment for Sale in Kandivali West Mumbai,,Sai Dham Complex,Ready to Move,Resale,Furnished,,2,1.85 Cr 
6761,2 BHK House for Sale in Kandivali West Mumbai,250 sqft,,Ready to Move,Resale,Semi-Furnished,,2,75 Lac 
6762,1 BHK House for Sale in Kandivali West Mumbai,,,atelyConst. Age undefined,,Unfurnished,,1,35 Lac 
6763,1 BHK Apartment for Sale in Kandivali West Mumbai,700 sqft,Allure Jalaram Height,Ready to Move,Resale,Semi-Furnished,,2,1.10 Cr 
6764,2 BHK Apartment for Sale in Kandivali West Mumbai,510 sqft,Shivaji Raje Complex,Ready to Move,Resale,Furnished,16 Open,2,80 Lac 
6765,1 BHK Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Unfurnished,,1,1 Cr 
6766,Studio Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Unfurnished,,1,50 Lac 
6767,1 BHK Apartment for Sale in Kandivali West Mumbai,,Kandivali Gyan Darshan,Ready to Move,Resale,Semi-Furnished,,1,83 Lac 
6768,1 BHK Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Unfurnished,,1,35 Lac 
6769,2 BHK Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Furnished,,2,1.50 Cr 
6770,1 BHK Apartment for Sale in Kandivali West Mumbai,,West View CHS,Ready to Move,Resale,Unfurnished,,1,75 Lac 
6771,1 BHK Apartment for Sale in Kandivali West Mumbai,,Blue Oasis II,Ready to Move,Resale,Unfurnished,,2,97 Lac 
6772,1 BHK Apartment for Sale in Kandivali West Mumbai,425 sqft,,Ready to Move,Resale,Furnished,,2,85 Lac 
6773,3 BHK House for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Unfurnished,,3,5.50 Cr 
6774,2 BHK Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Furnished,,2,95 Lac 
6775,1 BHK Apartment for Sale in Kandivali West Mumbai,465 sqft,Mihar Complex,Ready to Move,Resale,Furnished,,1,95 Lac 
6776,2 BHK House for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Semi-Furnished,,1,30 Lac 
6777,2 BHK Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Semi-Furnished,,2,1.60 Cr 
6778,1 BHK Apartment for Sale in Kandivali West Mumbai,,Mapkhan Lilac Garden,Ready to Move,Resale,Semi-Furnished,,2,67 Lac 
6779,2 BHK House for Sale in Kandivali West Mumbai,400 sqft,,Ready to Move,Resale,Unfurnished,,3,1.35 Cr 
6780,1 BHK Apartment for Sale in Kandivali West Mumbai,,,,New Property,Unfurnished,,2,90 Lac 
6781,1 BHK Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Unfurnished,1 Open,1,56 Lac 
6782,2 BHK Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Unfurnished,,2,2 Cr 
6783,1 BHK Apartment for Sale in Kandivali West Mumbai,,,Ready to Move,Resale,Unfurnished,,1,67 Lac 
6784,2 BHK Apartment for Sale in Kandivali West Mumbai,680 sqft,,Ready to Move,Resale,Semi-Furnished,,2,1.25 Cr 
6785,3 BHK Apartment for Sale in Kandivali West Mumbai,850 sqft,,Ready to Move,Resale,Unfurnished,,3,3.10 Cr 
